id,listing_type,street_address,city,state,zip_code,unit,floor,neighborhood,price,beds,baths,square_feet,placekey,description
1561915,20,250 West 50th Street,NEW YORK,NY,10019,10D,\N,#Manhattan#Midtown#Midtown West#,4873,1,1,777,224@627-s8r-85f,"This stunning 1 bedroom 1 bathroom apartment located in prime Midtown West is bright and sunny all day long due to its large panoramic windows throughout the living space and bedroom providing southwestern exposure! This 777 sq. ft. apartment is one of a kind, featuring updated kitchen appliances including a dishwasher and microwave, sleek white cabinetry, multiple closets offering abundant storage space, and central air-conditioning. The apartment also contains a beautifully tiled bathroom with large mirrored medicine cabinets, an updated vanity, full-size soaking tub, and additional counterspace for the best getting-ready experience. The multi-wall windows make this apartment a perfect space for flexing! You can create a second bedroom without sacrificing on natural light!

The building also offers a number of luxury amenities including 24-hour Doorman and Concierge Service, Indoor Swimming Pool, Fitness Center, Resident Lounge, Outdoor Terrace w/ BBQ Grills, Package Service, plus the ability to add Flex Walls! And, PETS WELCOME! Located right next to 50th Street Station with service to the C and E train lines, your commute will become a breeze! Contact Eliza for a tour of this wonderful Midtown community today"
1600686,10,330 East 38th Street,NEW YORK,NY,10016,55H,\N,"Murray Hill,#Manhattan#Midtown#Midtown East#Murray Hill#",835000,0,1,600,222@627-s8f-8qf,"Spectacular CORINTHIAN CONDO Studio 330 E 38th St Apt 55H New York, NY 10016 Rarely available on a 55 Floor, Spectacular panoramic views of Manhattan sky line Chrysler Building and East River. One of a kind Extra Large Studio condo with bay windows , kitchen with stainless steel appliances, Marble bathroom, Gigantic closets. .Enjoy Resort Style Living at the Corinthian Condominiums which features a 4-story lobby, White glove condo with 17,000 square feet of amenities including fitness center & Spa, sun terrace, full size swimming pool, Golf Simulator, jogging track, and kids playroom Valet Parking and much more. Pets OK. Close to Local food favorites, Whole Foods Market, Starbucks, Parks, NYU Colleges, Museums, Plabic transportation. Be first to see!!!!"
1733233,20,330 East 38th Street,NEW YORK,NY,10016,21L,\N,"Murray Hill,#Manhattan#Midtown#Midtown East#Murray Hill#",6300,2,2,1041,222@627-s8f-8qf,"Beautifully renovated and high end furnished 2 Br 2 Ba apartment in the Corinthian Condominiums, Murray Hill's premier condo building with amazing amenities , Apartment features 1041 SF, Beautiful River Views , modern kitchen and marble baths, balcony, Marble and Oak floors, and Central AC provided by the building.. Building features: 24/7 doorman and concierge services, staff of 30 for immaculate maintenance, 1700 SF of amenity space including: free Health Club with gym, pool, steam room, sauna, conference room, golf simulator, sundeck, running track, children's playroom Yoga classroom, and adult lounge with wifi
."
1703337,20,252 South Street,NEW YORK,NY,10002,42K,\N,#Manhattan#Downtown#Little Italy#,8300,2,2,1123,224@627-wc9-nt9,"Perched on the 42nd floor of the prestigious One Manhattan Square, this stunning two-bedroom residence offers breathtaking panoramic views that sweep across Manhattan. From the iconic Freedom Tower to the majestic Empire State Building and even the Williamsburg Bridge, the vistas are simply unparalleled.

This luxurious corner unit is defined by its custom finishes and elegant design. The windowed kitchen features a Covelano marble bar top, sleek white quartz countertops, and premium Miele appliances, including a Subzero wine refrigerator. The master bathroom is a sanctuary of luxury, boasting Tay Koto wood cabinetry, marble tile walls, mosaic floors with radiant heat, a walk-in glass door shower with a rain showerhead, an under-mount Wetstyle sink with a glass vanity top, and Dornbracht polished chrome faucets. The full guest bathroom is equally impressive with Kuro Mate porcelain floors, Cottonwood mosaic tile walls, and high-end fixtures.

The residence features 5"" light-stained white oak flooring throughout, creating a warm and inviting ambiance. For added convenience, theres an in-unit Bosch washer and dryer, ensuring laundry is a breeze.

Living at One Manhattan Square means indulging in over 100,000 square feet of resort-level amenities. The ground floor welcomes you with a 24-hour doorman and concierge, a triple-height grand lobby, and a private motor court. Additional conveniences include a package room, refrigerated storage, dry cleaning valet, and complimentary bicycle storage. Fitness enthusiasts will appreciate the fully equipped gym with weight and cardio rooms, fitness studios offering various classes, and an array of relaxation and entertainment options on the garden level, including a culinary lounge, business center, game room, indoor childrens playroom, and multiple outdoor spaces. Enjoy the outdoor kitchen and dining area, fire pits, a treehouse, tea pavilion, and more.

Club-level amenities include a 75 saltwater swimming pool, childrens wading pool, hammam with a cold plunge pool, hot tub, and a sunken tranquility garden. Sports and entertainment options abound with a full basketball court, two-lane bowling alley, squash court, golf simulator, and a 70-seat auditorium and screening room. Unwind in the bar and lounge, wine tasting room, or cigar room, and take advantage of the pet spa and laundry facilities.

One Manhattan Square is ideally located along the Lower East Side Waterfront, offering unobstructed views of both the water and the city skyline. Immerse yourself in a modern, luxurious lifestyle with unparalleled amenities and services."
1559016,10,350 West 50th Street,NEW YORK,NY,10019,5II,5,#Manhattan#Midtown#Midtown West#,678000,0,1,525,227@627-s8r-6zf,"Residence 5ii is one of the largest studios at Worldwide Plaza. It has 522 sq ft and it is beautifully renovated and turn-key. Overlooking into the peaceful landscaped residents courtyard, its western exposure makes it bright and sunny. The newly created pass-thru kitchen has been extended to accommodate a convenient breakfast bar with self closing drawers, high end appliances and new tile floor. The bathroom has a new vanity, new medicine cabinet, new floor and new light. This extra-wide spacious home has new hardwood floors, lots of closet space and overhead lighting. The building has a live-in Resident Manager and the amenities include 24-hour Concierge, doorman, eight laundry rooms, two of them on the same floor as the apartment, four sun decks with spectacular views and a ""Resident's only"" courtyard. Connected to the building is TMPL, the 40,000 sq. ft. newest gym with the latest technology, 25-meter saltwater pool, sauna, exercise studio and virtual reality spin room with an immersive 30-foot video wall. Monthly and annual memberships available. The Residences at Worldwide Plaza is a full service condominium ideally located in the heart of the vibrant Manhattan's theater district and the Midtown Financial District, close to Central Park, Lincoln Center, the Hudson River Park, Rockefeller Center, Radio City Music Hall, numerous restaurants, museums and points of interest. The garage on the premises is available to residents for a nominal fee. Minutes to the C, E, 1, W, N, R, B, D, F and M subway lines and cross-town buses."
1553531,10,635 West 42nd Street,NEW YORK,NY,10036,41H,\N,#Manhattan#Midtown#Midtown West#,1395000,1,1,774,222@627-wbt-ndv,"Premier high-floor 1-bedroom (H-line) in luxury Atelier Condominium
Impeccably maintained and renovated (renovation details below) with over $100k in upgrades
Amazing unobstructed southern views of Hudson Yards, the Hudson River, & the Freedom Tower
Option to grow into the apartment and convert into a true 2-bedroom
Custom lacquered rift oak work-from-home wall-unit for 2 people seamlessly integrated into the living space
Incredibly low carrying costs at just over $2 per square foot for a full-service building with extensive amenities (monthly taxes reflect primary residence abatement)

THE APARTMENT:

Welcome home to Apt 41H at the Atelier, a generously proportioned and move-in ready high-floor 1-bedroom apartment with unparalleled views. Enter the apartment into a formal foyer area with plenty of closet space, including a Bosch stackable washer/dryer unit. The bathroom, located outside of the primary bedroom making it convenient for both the homeowner and guests, is fully outfitted with beautiful white marble. Continue into the main living space and be immediately awestruck by the south/west exposure, which provides for abundant light and gorgeous sunsets over the Hudson River. The large living space includes a custom lacquered rift oak workstation, which was intelligently designed and seamlessly integrated into the room. It comfortably fits two work setups and has plenty of storage above perfect for working from home.

The pass-through kitchen was opened up making the apartment feel modern and loft-like, and updated with Calacatta marble countertops and backsplash. The kitchen also features stainless steel appliances throughout Sub-Zero windowed refrigerator, and a Bosch stove, dishwasher, and microwave. Off of the kitchen is a perfect dining nook, which was previously a 2nd bedroom and can be easily converted back to that layout (see alternative floor plan). The primary bedroom is spacious and has a fully outfitted California closet. Additional upgrades include custom Shade Store drapery and shades throughout, including motorized shades in the living room, and a hand-blown liquid glass lighting fixture in the dining room (73 Series) by Italian artist Bocci (light-fixture included in sale).

The apartment also features refinished and retreated white oak flooring throughout; high, 9-ft ceilings; three large southern-facing windows; and three separate through-wall HVAC units for heating and cooling. Move right in, with no repairs or upgrades needed!

THE BUILDING:

The Atelier is a luxury, modern condo building located in Midtown West right above Hudson Yards. Designed by Costas Kondylis Architects and developed by the Moinian Group, the condo features an extensive amenity set including: 24-hour concierge, 47th-floor lounge & billiards room with communal roof outdoor space, outdoor tennis court and basketball court, valet services (laundry and dry cleaning on site), state-of-the-art fitness center, large indoor and outdoor swimming pools, fully-landscaped terraces/sundeck with BBQ grills, building-wide wireless Internet system, on-site storage available, bike storage, pet friendly with a private dog run/park off of the lobby, valet parking available, free daily breakfast, and a cross town shuttle bus."
1550431,10,252 Seventh Avenue,NEW YORK,NY,10001,9V,9,#Manhattan#Downtown#Chelsea#,3000000,1,2,1478,22b@627-s8j-9xq,"This loft is all about grand scale and volume. Think artist-loft in Soho but reimagined and transplanted into an iconic, full-serviced, pre-war condominium in the heart of Chelsea. Loft 9V is located in the south tower and has southern exposer. Brilliant sunlight spills into each room from 8 oversized windows. It has high ceilings and is positioned on a high floor with direct views of the iconic Chelsea Hotel. Upon entry, the sheer size of the living/dinging area stuns. The main entertaining space is substantial and can accommodate several seating arrangements. The kitchen is designed by Elie and is equipped with a Sub-zero refrigerator, Gaggenau cooktop and Meile dish washer. There are two full baths and a very spacious en-suite bedroom with unobstructed views and a massive walk-in -closet. Located just above the Whole Foods Market, the Chelsea Mercantile also enjoys on-site parking."
1734559,10,75 Wall Street,NEW YORK,NY,10005,22R,22,#Manhattan#Downtown#Financial District#,775000,0,1.5,1011,229@627-wc2-3kf,"Submit all offers- this fantastic apartment will not last!<br><br>Open houses are as posted. Offer deadline is September 30th at 5pm.<br><br>This massive, 1,011-square-foot studio + home office is the dream Financial District loft complete with the perfect combination of space, natural sunlight, and top-of-the-line finishes. The home office, which can easily serve as a bedroom, has multiple closets and a en-suite bath. Situated away from the main living space, youll have all the privacy a true bedroom has to offer.<br><br>This apartment boasts a range of enticing features that cater to modern living. Inside, youll find the convenience of a Washer and Dryer In-Unit, complemented by the elegance of Caesarstone Countertops in the Kitchen and Boffi Lacquered Kitchen Cabinets. The culinary space is equipped with top-of-the-line appliances from renowned brands including Sub-Zero, Liebherr, Bosch, Miele, Electrolux, and Sharp. Adding a touch of luxury, the bathroom is adorned with Botticino Marble Flooring, while the living areas are enhanced by the charm of Wide-Plank Cerused Oak Flooring.<br><br>Moreover, the building presents a host of amenities designed to elevate your lifestyle. A 24-Hour Doorman ensures security and assistance round the clock. Fitness enthusiasts will appreciate the 24-Hour Gym, complete with Peloton Bikes. For relaxation and socializing, the 360-Degree Terrace beckons with a comfortable lounge atmosphere. Additionally, a Club Lounge featuring Billiards offers a space to unwind and socialize. Families with children will find a dedicated Childrens Playroom, and the building is also welcoming to pets, making it truly inclusive and accommodating.<br><br>From luxury shopping at Brookfield Place with prominent brands such as Gucci, Louis Vuitton, Bottega Veneta, to the Westfield World Trade Center, youll be near it all. With convenient access to multiple subway lines and The Fulton Center, getting around NYC will be seamless. Living near major food markets and dining destinations like Eataly, Nobu, and The Fulton by Jean-Georges will allow one to rediscover lower Manhattan. The South Street Seaport is a short distance away with its many shops and eateries situated on the East River with stunning views of Brooklyn and Manhattans historic bridges.<br><br>Sponsor unit- no board approval required<br><br>Disclaimer: Photos are virtually staged. Dimensions are approximate and subject to normal construction variances and tolerances. Plans and dimensions may contain minor variations from floor to floor. Equal housing opportunity. The sponsor reserves the right to make changes in accordance with the terms of the Offering Plan. The complete Offering Terms are in the Offering Plan available from the sponsor."
1545375,10,252 Seventh Avenue,NEW YORK,NY,10001,7L,7,#Manhattan#Downtown#Chelsea#,1775000,1,1,1000,22b@627-s8j-9xq,"<br><br>7L has been totally transformed to maximize the most in space and functionality. The ceiling has been raised and the wall separating the kitchen from the living/ dining area has been removed. The overall feel is that of a much brighter and spacious loft. The higher ceiling in the kitchen has allowed for double stacked overhead cabinets so the storage capacity has been more than doubled. The prospective from the foyer is no longer obstructed so oversized windows are on full display and light is more evenly distributed throughout. All doors are custom made and are significantly taller which accentuates the ceiling height. In the evening the loft appears even more dramatic as elegant, dark-brown oak floors are highlighted by a well considered lighting plan. Window treatments are motorized and there is significant closet space which was added during the renovation."
1600689,10,88 Greenwich Street,NEW YORK,NY,10006,1704,\N,"#Manhattan#Downtown#Financial District#,Financial District",1045000,1,1,782,22b@627-wbz-45f,"This corner one bedroom apartment with 16' ceilings throughout offers spectacular views of downtown New York and water views from oversized windows.The large entry foyer can be easily converted into an office area or sitting area, also featuring a spacious walk-in closet as you enter the apartment. The living area is adjacent to the windowed kitchen allowing a great flow while entertaining. The kitchen features a Subzero refrigerator, Viking range, two drawer Fisher Paykel dishwasher and microwave. The luxurious marble bath includes a deep soaking tub, rain shower and Kohler fixtures. The building features a state of the art gym & yoga facility, cold storage & valet services, laundry machines on every floor, Library, business center, live-in super, billiards lounge, bike room, doorman valet service, and landscaped Sky lounge."
1639375,20,252 South Street,NEW YORK,NY,10002,7J,7,#Manhattan#Downtown#Little Italy#,5200,1,1,696,224@627-wc9-nt9,"Welcome to Residence 7J at One Manhattan Square, where sophistication meets tranquility. This stunning one-bedroom apartment boasts an impressive 10' extra-high ceiling, enhancing the sense of space and light throughout the home. Situated in the heart of Manhattan, this residence offers a serene escape from the bustling city life, with peaceful garden views that provide an oasis of calm and quiet.<br><br>Apartment Features:<br>- 10' Extra-High Ceilings: Experience a lofty, open feel with ceilings that soar above the standard height, creating an expansive and airy atmosphere.<br>- Garden Views: Enjoy absolute serenity as you gaze out over New York's largest private garden, ensuring extra quiet and shielding you from the noise of the subway on the other side of the building.<br>- Modern Finishes: The apartment is outfitted with top-of-the-line fixtures and finishes, including sleek hardwood floors, a state-of-the-art kitchen with premium appliances, and elegant bathroom features.<br>- Abundant Natural Light: Floor-to-ceiling windows flood the apartment with natural light, enhancing the bright and welcoming ambiance.<br>- Ample Storage: Thoughtfully designed storage solutions ensure that your living space remains uncluttered and organized.<br><br>Designed by the renowned architectural firm Adamson Associates, this 80-story luxury glass tower is a striking addition to downtown Manhattan's skyline. The sleek glass fa ade reflects the river and sunlight, while uniquely angled interior spaces maximize light and offer spectacular city and water views. The impressive Cherry Street entrance leads to a landscaped motor court, welcoming you into an extraordinary estate with a 24/7 doorman and concierge. Inside, the elegant three-story lobby designed by Meyer Davis features contemporary design, eclectic details, imported marble, and two seating areas with modern fireplaces. A grand chandelier crowns the luxury-on-call concierge desk, making a grand entrance and setting the tone for the exclusive services provided, making it the most exclusive club in the city.<br><br>Residents can enjoy over 100,000 square feet of resort-like amenities spanning three full floors of the tower and more than 1-acre of private outdoor gardens. Amenities include a private motor court, 24-hour doorman and concierge, white-glove services, hammam with cold plunge pool, saltwater indoor swimming pool, spa treatment rooms, hot tub, sauna, full basketball court, bowling alley, squash court, golf simulator, movie theater, cellar bar, coworking space, wine storage, cigar room, culinary lounge, business center, game room, indoor playroom, state-of-the-art fitness facilities, and on-site parking. Outdoor amenities feature social courtyards, fire pits, outdoor dining, herb garden, treehouse, playground, tea pavilion, ping-pong, putting green, observatory, and a covered run for pets."
1630836,20,322 West 57th Street,NEW YORK,NY,10019,48F,48,#Manhattan#Midtown#Midtown West#,4100,1,1,572,225@627-s4r-2hq,48th Floors High!! River Views!! A gorgeous home!
1486259,10,252 South Street,NEW YORK,NY,10002,77K,77,#Manhattan#Downtown#Little Italy#,1760000,1,1,688,224@627-wc9-nt9,"Special Features: This residence features 11' ceilings.<br><br>ONE MANHATTAN SQUARE OFFERS ONE OF THE LAST 20-YEAR TAX ABATEMENTS AVAILABLE IN NEW YORK CITY<br><br>Residence 77K is a 688 square foot one bedroom, one bathroom with an open gourmet kitchen and breakfast bar and featuring stunning 11' ceilings. This residence faces South West Warm with stunning NY Harbor views. This residence features imported stone and custom finishes, premium Miele appliance package, 5"" wide stained oak flooring, master bath with custom wood cabinetry, marble tile walls and mosaic floors with radiant heat, under-mount Wetstyle sink with glass vanity top and Dornbracht polished chrome faucets and a washer and dryer. <br><br>New York's premier development company Extell, has collaborated with a team of world-class talent to create an icon that reflects the quality, choice and excellence that distinguish Extell properties- One Manhattan Square.<br><br>Perfectly situated along the Lower East Side Waterfront, this 800-foot-tall striking glass tower offers one to three-bedroom condominium residences that feature epic river and skyline views and a lifestyle enhanced by over 100,000 square feet of indoor and outdoor amenities. One Manhattan Square presents the most valuable waterfront living opportunity in Manhattan with one of the last available 20-year tax abatement in New York City.<br><br>Meyer Davis, the award-winning studio behind world-class hotels, elite private homes and flagship retail boutiques, has designed residences that rival five-star resorts. Each residence has been meticulously planned with gracious layouts, custom finishes and the most dynamic views.<br><br>IMMEDIATE OCCUPANCY<br><br>SERVICES AND AMENITIES INCLUDE:<br>- Private motor court<br>- 24-Hour doorman and concierge<br>- White-glove services include package delivery, refrigerated storage, dry cleaning valet, and complimentary bicycle storage<br>- Hammam with cold plunge pool<br>- 75' Saltwater indoor swimming pool<br>- Wading pool<br>- Spa treatment rooms<br>- Hot tub<br>- Sauna<br>- Full basketball court<br>- Two-lane bowling alley<br>- Squash court<br>- Golf simulator<br>- 42 Person movie theater and performance space<br>- Cellar bar and lounge<br>- Coworking space<br>- Wine storage and tasting room<br>- Cigar room<br>- Culinary lounge and demonstration kitchen<br>- Business center<br>- Game room<br>- Indoor playroom<br>- State-of-the-art weight room & cardio rooms<br>- Separate spin, yoga, Pilates and dance studios<br>- On-site parking garage available<br>- Pet spa, laundry, and alterations facilities<br>- Private storage available<br><br>One Acre of Private Outdoor Amenities and Gardens include:<br>- Sumac meander<br>- Birch garden<br>- Social courtyards and relaxation lawns<br>- Fire pits<br>- Outdoor grills and dining<br>- Herb garden<br>- Treehouse<br>- Playground<br>- Tea pavilion<br>- Outdoor ping-pong<br>- Putting green<br>- Stargazing observatory<br>- 93' Covered dog run<br><br>Managed by Extell Management Services"
1637847,10,350 West 42nd Street,NEW YORK,NY,10036,36G,36,#Manhattan#Midtown#Midtown West#Hudson Yards#,1900000,2,2,1349,227@627-wbv-fs5,"Welcome to Apartment 36G, a beautiful and luxurious two bedroom, two bathroom corner unit. This apartment was gut renovated and completely remodeled. Enjoy breathtaking city and river views from your South and East facing floor to ceiling windows.<br><br>The stunning new kitchen is state of the art featuring quartz stone countertops, brand new custom cabinetry with wine racks, a Miele refrigerator (please note: the pink is an aesthetic wrap that can easily be removed) and Bosch dishwasher. The kitchen island is double sided for maximized storage space, and beautiful pendant lights on top complete the picture.<br><br>Brand new Peppermint Maple wood flooring has been installed throughout the entire apartment. The primary bedroom has a custom-built, walk-in closet with ample storage space. The beautiful brand new bathroom features double sinks, porcelain tiling, soaking tub, and Toto toilet.<br><br>The apartment has been outfitted with motorized sheer and blackout shades, and has lighting which can be voice controlled via a smart home system. There is also a Bosch washer and dryer in the apartment.<br><br>The Orion Condominium is a full-service luxury doorman building. Services include three full floors of amenities such as multiple outdoor terraces and an incredible fitness facility with state-of-the-art equipment, a beautiful swimming pool, jacuzzi, fitness classes with top instructors, massage room, two saunas and a sundeck. There is a full laundry room with views of the city. Additionally, there is a full-time concierge that offers in-house dry-cleaning, cleaning services, cold storage and of course will take packages large and small.<br><br>Enjoy the convenience of an on-site garage and childrens playroom, theatre screening room, business conference room, pool table and foosball table. Residents also enjoy regular complimentary scheduled events and activities hosted at the Orion Condominium, all included.<br><br>Residents are incredibly close to the Theater District, iconic NYC landmarks and have easy access to a plethora of major subway lines and bus terminals. For those wishing to live in the heart of New York City, where streams of restaurants and shops are just a few blocks away, this is the ideal place for you. Come experience the light, space, views and renovated finishes at 36G."
1630555,20,250 West 50th Street,NEW YORK,NY,10019,30J,30,#Manhattan#Midtown#Midtown West#,4656,1,1,658,224@627-s8r-85f,
1608661,20,250 West 50th Street,NEW YORK,NY,10019,34G,\N,#Manhattan#Midtown#Midtown West#,4495,1,1,683,224@627-s8r-85f,
1686149,20,250 West 50th Street,NEW YORK,NY,10019,22R,22,#Manhattan#Midtown#Midtown West#,4625,1,1,771,224@627-s8r-85f,
1552799,20,250 West 50th Street,NEW YORK,NY,10019,31F,31,#Manhattan#Midtown#Midtown West#,5099,1,1,666,224@627-s8r-85f,
1707656,20,250 West 50th Street,NEW YORK,NY,10019,34F,\N,#Manhattan#Midtown#Midtown West#,4780,1,1,666,224@627-s8r-85f,
1671485,20,250 West 50th Street,NEW YORK,NY,10019,34C,\N,#Manhattan#Midtown#Midtown West#,4447,1,1,674,224@627-s8r-85f,
249073,10,322 West 57th Street,NEW YORK,NY,10019,54T,54,#Manhattan#Midtown#Midtown West#,5850000,4,4,3417,225@627-s4r-2hq,"The Sheffield at 322 West 57th Street commands a coveted position within the highly sought-after West 57th Street luxury residential corridor.<br><br>Perched high on the 54th floor, this corner unit presents awe-inspiring vistas in every direction and incredible natural light. To the west, the Hudson River stretches out before you with captivating sunsets each night. To the south, take in breathtaking views of Midtown, Hudson Yards, and Financial District skylines!<br><br>Every room within this sprawling 3,417-square-foot, 4-bedroom, 4-bathroom home is generously proportioned. Each room offers expansive windows to frame the extraordinary views and Nordic Ashe hardwood floors are showcased throughout. The gourmet eat-in kitchen includes custom Italian hand-made white glass cabinetry, Carrera white marble countertops, and top of the line appliances, including double ovens and double dishwashers. Four exceptionally spacious bedrooms, each offering an abundance of room ample space to create en suite lounges or study areas and large custom closets<br><br>The Sheffield offers an incredible amenities package including a 24-hour doorman, a private driveway for pick-ups and drop-offs, temperature-controlled delivery storage for groceries, and the top two floors of the building house the ultimate Sky Club. The Sky Club encompasses two gracious social lounges, a childrens playroom, a heated indoor/outdoor swimming pool cocooned in retractable walls, an outdoor sundeck, as well as an additional rooftop deck complete with BBQ grills. A state-of-the-art fitness center, featuring a gym and Pilates/Yoga studio as well a spa with locker rooms, treatment rooms, sauna, and steam room. In addition to the in-unit laundry there is also a laundry room on each floor.<br><br>The Sheffield provides the most central location to enjoy the cultural treasures of Central Park, Lincoln Center, and the enchantment of Broadway. You will be surrounded by the finest dining and world-class shopping right outside your door. Do not miss this opportunity."
1567138,20,252 South Street,NEW YORK,NY,10002,73E,\N,#Manhattan#Downtown#Little Italy#,11950,3,2,1400,224@627-wc9-nt9,"Virtual tours available. We have the ability to share residence tours, views, finishes, floor plans, and amenities. Please contact us to set up a tour!

Photos are of model residences. Layouts and views may vary. 

No Amenity Fee!

Residence 73E is a three bedroom, two bathroom with an open gourmet kitchen and breakfast bar. This spacious corner residence faces Northeast with expansive Midtown, East Rivers, and iconic Empire State views. Warm, modern interiors are brought to life by the renowned design team at Meyer Davis Studio. This residence features imported stone and custom finishes, premium Miele appliance package, 5 wide stained oak flooring, master bath with custom wood cabinetry, marble tile walls and mosaic floors with radiant heat, under-mount Wetstyle sink with glass vanity top and Dornbracht polished chrome faucets and a washer and dryer.

New Yorks premier development company Extell, has collaborated with a team of world-class talent to create an icon that reflects the quality, choice and excellence that distinguish Extell properties- One Manhattan Square.

Perfectly situated along the Lower East Side Waterfront, this 800-foot-tall striking glass tower offers one to three-bedroom condominium residences that feature epic river and skyline views and a lifestyle enhanced by over 100,000 square feet of indoor and outdoor amenities. One Manhattan Square presents the most valuable waterfront living opportunity in Manhattan with one of the last available 20-year tax abatement in New York City.

Meyer Davis, the award-winning studio behind world-class hotels, elite private homes and flagship retail boutiques, has designed residences that rival five-star resorts. Each residence has been meticulously planned with gracious layouts, custom finishes and the most dynamic views.

Residents can revel in the over 100,000 square feet of resort-like amenities that span three full floors of the tower and over 1-acre of private outdoor gardens.

It all thrives on the Lower East Side. The transforming neighborhood is buzzing with energy and is within proximity of a number of landmarks including the South Street Seaport, Manhattan Bridge, and the East River Esplanade. One Manhattan Square was designed to appeal to those that want it all; iconic views, lush gardens, gorgeous homes, and an unprecedented package of services and amenities.

IIMMEDIATE OCCUPANCY

SERVICES AND AMENITIES INCLUDE:
Private motor court
24-Hour doorman and concierge
White-glove services include package delivery, refrigerated storage, dry cleaning valet, and complimentary bicycle storage.
Hammam with cold plunge pool
75 Saltwater indoor swimming pool
Childrens wading pool
Spa treatment rooms
Hot tub
Sauna
Full basketball court
Two-lane bowling alley
Squash court
Golf simulator
42 Person movie theater and performance space
Cellar bar and lounge
Coworking space
Wine storage and tasting room
Cigar room
Culinary lounge and demonstration kitchen
Business center
Game room
Indoor childrens playroom
State-of-the-art weight room & cardio rooms
Separate spin, yoga, Pilates and dance studios
On-site parking garage available
Pet spa, laundry, and alterations facilities
Private storage available

One Acre of Private Outdoor Amenities and Gardens include:
Sumac meander
Birch garden
Social courtyards and relaxation lawns
Fire pits
Outdoor grills and dining
Herb garden
Treehouse
Childrens playground
Tea pavilion
Outdoor ping-pong
Putting green
Stargazing observatory
93 Covered dog run"
1519439,10,252 South Street,NEW YORK,NY,10002,49E,49,#Manhattan#Downtown#Little Italy#,1485000,1,1,694,224@627-wc9-nt9,"ONE MANHATTAN SQUARE OFFERS ONE OF THE LAST 20-YEAR TAX ABATEMENTS AVAILABLE IN NEW YORK CITY<br><br>Special Features: 10' Ceilings<br><br>Residence 49E is a 694 square foot one bedroom, one bathroom with an open gourmet kitchen and breakfast bar. This spacious residence faces North East with East River and Williamsburg Bridge views. Warm, modern interiors are brought to life by the renowned design team at Meyer Davis Studio. This residence features imported stone and custom finishes, premium Miele appliance package, 5"" wide stained oak flooring, master bath with custom wood cabinetry, marble tile walls and mosaic floors with radiant heat, under-mount Wetstyle sink with glass vanity top and Dornbracht polished chrome faucets and a washer and dryer.<br><br>New York's premier development company Extell, has collaborated with a team of world-class talent to create an icon that reflects the quality, choice and excellence that distinguish Extell properties- One Manhattan Square.<br><br>Perfectly situated along the Lower East Side Waterfront, this 800-foot-tall striking glass tower offers one to three-bedroom condominium residences that feature epic river and skyline views and a lifestyle enhanced by over 100,000 square feet of indoor and outdoor amenities. One Manhattan Square presents the most valuable waterfront living opportunity in Manhattan with one of the last available 20-year tax abatement in New York City.<br><br>Meyer Davis, the award-winning studio behind world-class hotels, elite private homes and flagship retail boutiques, has designed residences that rival five-star resorts. Each residence has been meticulously planned with gracious layouts, custom finishes and the most dynamic views.<br><br>IMMEDIATE OCCUPANCY<br><br>SERVICES AND AMENITIES INCLUDE:<br>- Private motor court<br>- 24-Hour doorman and concierge<br>- White-glove services include package delivery, refrigerated storage, dry cleaning valet, and complimentary bicycle storage<br>- Hammam with cold plunge pool<br>- 75' Saltwater indoor swimming pool<br>- Wading pool<br>- Spa treatment rooms<br>- Hot tub<br>- Sauna<br>- Full basketball court<br>- Two-lane bowling alley<br>- Squash court<br>- Golf simulator<br>- 42 Person movie theater and performance space<br>- Cellar bar and lounge<br>- Coworking space<br>- Wine storage and tasting room<br>- Cigar room<br>- Culinary lounge and demonstration kitchen<br>- Business center- Game room- Indoor playroom<br>- State-of-the-art weight room & cardio rooms- Separate spin, yoga, Pilates and dance studios<br>- On-site parking garage available<br>- Pet spa, laundry, and alterations facilities<br>- Private storage available<br><br>One Acre of Private Outdoor Amenities and Gardens include:<br>- Sumac meander<br>- Birch garden<br>- Social courtyards and relaxation lawns<br>- Fire pits<br>- Outdoor grills and dining<br>- Herb garden<br>- Treehouse<br>- Playground<br>- Tea pavilion<br>- Outdoor ping-pong<br>- Putting green<br>- Stargazing observatory<br>- 93' Covered dog run<br><br>Managed by Extell Management Services"
1689195,10,635 42nd Street,NEW YORK,NY,10036,18E,\N,#Manhattan#Midtown#Midtown West#,702000,1,1,666,222@627-wbt-ndv,"Sophistication Meets Convenience in The Atelier Discover the epitome of modern luxury living in this stunning 1-bedroom, 1-bathroom condominium nestled within the coveted Atelier. This 666 square foot condo unit offers a perfect blend of style, comfort, and prime location. As a resident of The Atelier, you'll enjoy an unparalleled lifestyle with full-service amenities at your fingertips. Indulge in the building's exceptional offerings, including a 24-hour concierge, indoor and outdoor pools, a health club, tennis court, dog park, free morning breakfast, shuttle bus crosstown, movie theatre, office center, indoor / outdoor kids play areas , bike storage , ice skating rink and the one of a kind rooftop called the Sky Lounge. This exquisite home is currently available for sale. Don't miss this opportunity to experience the best of Manhattan living."
